종류,법정동,지번주소,위도,경도
보안등,건입동,제주특별자치도 제주시 건입동 676-7,33.51585388,126.5411987
보안등,건입동,제주특별자치도 제주시 건입동 676,33.5158577,126.5405121
보안등,건입동,제주특별자치도 제주시 건입동 675-17,33.51585007,126.5401993
보안등,건입동,제주특별자치도 제주시 건입동 675-17,33.51581192,126.5402374
보안등,건입동,제주특별자치도 제주시 건입동 675-8,33.51535797,126.5402298
보안등,건입동,제주특별자치도 제주시 건입동 676-22,33.51541138,126.5407791
보안등,건입동,제주특별자치도 제주시 건입동 671-13,33.51629257,126.5402374
보안등,건입동,제주특별자치도 제주시 건입동 671-6,33.51650238,126.5402222
보안등,건입동,제주특별자치도 제주시 건입동 671,33.51665878,126.5402374
보안등,건입동,제주특별자치도 제주시 건입동 671,33.51678848,126.5402451
보안등,건입동,제주특별자치도 제주시 건입동 671,33.51694489,126.5402222
보안등,건입동,제주특별자치도 제주시 건입동 659-8,33.51714325,126.5402527
보안등,건입동,제주특별자치도 제주시 건입동 670,33.51693726,126.5404358
보안등,건입동,제주특별자치도 제주시 건입동 659-5,33.51743317,126.5402451
보안등,건입동,제주특별자치도 제주시 건입동 659-3,33.51777267,126.5402603
보안등,건입동,제주특별자치도 제주시 건입동 659-2,33.51800156,126.5402527
보안등,건입동,제주특별자치도 제주시 건입동 659-1,33.51819992,126.5402374
보안등,건입동,제주특별자치도 제주시 건입동 659,33.51807785,126.539772
보안등,건입동,제주특별자치도 제주시 건입동 659-12,33.5177002,126.5397797
보안등,건입동,제주특별자치도 제주시 건입동 659-11,33.51748276,126.539772
보안등,건입동,제주특별자치도 제주시 건입동 659-7,33.51705933,126.5397644
보안등,건입동,제주특별자치도 제주시 건입동 671,33.51689148,126.5397797
보안등,건입동,제주특별자치도 제주시 건입동 671,33.51662445,126.5397949
보안등,건입동,제주특별자치도 제주시 건입동 671-9,33.51633072,126.539772
보안등,건입동,제주특별자치도 제주시 건입동 671-17,33.51612854,126.539772
보안등,건입동,제주특별자치도 제주시 건입동 675-1,33.51583862,126.5397873
보안등,건입동,제주특별자치도 제주시 건입동 675-4,33.51558304,126.5397797
보안등,건입동,제주특별자치도 제주시 건입동 675-10,33.51525497,126.5397797
보안등,건입동,제주특별자치도 제주시 건입동 675-10,33.51508713,126.5397644
보안등,건입동,제주특별자치도 제주시 건입동 674-50,33.51486588,126.5393524
보안등,건입동,제주특별자치도 제주시 건입동 674-27,33.51528549,126.539505
보안등,건입동,제주특별자치도 제주시 건입동 674-58,33.51535797,126.5390167
보안등,건입동,제주특별자치도 제주시 건입동 674-40,33.51498795,126.5390167
보안등,건입동,제주특별자치도 제주시 건입동 674-38,33.51474762,126.5390472
보안등,건입동,제주특별자치도 제주시 건입동 674-18,33.51527786,126.5386505
보안등,건입동,제주특별자치도 제주시 건입동 674-16,33.51557922,126.5386734
보안등,건입동,제주특별자치도 제주시 건입동 674-1,33.51586533,126.5391922
보안등,건입동,제주특별자치도 제주시 건입동 674-7,33.51586151,126.5394821
보안등,건입동,제주특별자치도 제주시 건입동 673-4,33.51656723,126.5391159
보안등,건입동,제주특별자치도 제주시 건입동 657-6,33.51708221,126.5391235
보안등,건입동,제주특별자치도 제주시 건입동 672-18,33.51695633,126.5394211
보안등,건입동,제주특별자치도 제주시 건입동 657-2,33.51748276,126.5391159
보안등,건입동,제주특별자치도 제주시 건입동 657-8,33.5178566,126.5391235
보안등,건입동,제주특별자치도 제주시 건입동 673,33.51695633,126.5389023
보안등,건입동,제주특별자치도 제주시 건입동 340-3,33.52077866,126.5451202
보안등,건입동,제주특별자치도 제주시 건입동 356-2,33.52068329,126.5455933
보안등,건입동,제주특별자치도 제주시 건입동 885-12,33.51824188,126.5387115
보안등,건입동,제주특별자치도 제주시 건입동 886-13,33.51824951,126.538414
보안등,건입동,제주특별자치도 제주시 건입동 1030-2,33.51808929,126.5378723
보안등,건입동,제주특별자치도 제주시 건입동 1032-1,33.51804733,126.5372314
보안등,건입동,제주특별자치도 제주시 건입동 945-1,33.51804733,126.5367508
보안등,건입동,제주특별자치도 제주시 건입동 942-13,33.51795959,126.5363846
보안등,건입동,제주특별자치도 제주시 건입동 945-7,33.51826859,126.5363998
보안등,건입동,제주특별자치도 제주시 건입동 945-1,33.51845932,126.5363922
보안등,건입동,제주특별자치도 제주시 건입동 946,33.51859665,126.5367661
보안등,건입동,제주특별자치도 제주시 건입동 1033-1,33.5177803,126.5363235
보안등,건입동,제주특별자치도 제주시 건입동 942-5,33.51780319,126.5361176
보안등,건입동,제주특별자치도 제주시 건입동 1033-4,33.51765823,126.5357132
보안등,건입동,제주특별자치도 제주시 건입동 933,33.51810074,126.5357895
보안등,건입동,제주특별자치도 제주시 건입동 933,33.51840973,126.5361099
보안등,건입동,제주특별자치도 제주시 건입동 926,33.51834488,126.5356216
보안등,건입동,제주특별자치도 제주시 건입동 926,33.5186348,126.5357742
보안등,건입동,제주특별자치도 제주시 건입동 940-13,33.51813889,126.5355682
보안등,건입동,제주특별자치도 제주시 건입동 926,33.51786041,126.5354309
보안등,건입동,제주특별자치도 제주시 건입동 956-12,33.51729584,126.5357819
보안등,건입동,제주특별자치도 제주시 건입동 940-3,33.51706314,126.5360184
보안등,건입동,제주특별자치도 제주시 건입동 1041-8,33.51689148,126.5361557
보안등,건입동,제주특별자치도 제주시 건입동 1040-9,33.51699829,126.5364456
보안등,건입동,제주특별자치도 제주시 건입동 1040-63,33.51697922,126.5368652
보안등,건입동,제주특별자치도 제주시 건입동 1040-1,33.51696014,126.5371552
보안등,건입동,제주특별자치도 제주시 건입동 1035-1,33.51734161,126.5372391
보안등,건입동,제주특별자치도 제주시 건입동 1035-12,33.51737595,126.5368271
보안등,건입동,제주특별자치도 제주시 건입동 1033-12,33.51733398,126.5363388
보안등,건입동,제주특별자치도 제주시 건입동 1034-14,33.51781082,126.5367889
보안등,건입동,제주특별자치도 제주시 건입동 1034-1,33.51777267,126.5372391
보안등,건입동,제주특별자치도 제주시 건입동 1031-2,33.5180397,126.5373993
보안등,건입동,제주특별자치도 제주시 건입동 1031-1,33.51778793,126.5376968
보안등,건입동,제주특별자치도 제주시 건입동 1037-8,33.51779556,126.5380173
보안등,건입동,제주특별자치도 제주시 건입동 1037-9,33.51766205,126.5378036
보안등,건입동,제주특별자치도 제주시 건입동 1037-17,33.51743698,126.5378265
보안등,건입동,제주특별자치도 제주시 건입동 1039-1,33.51694107,126.5376816
보안등,건입동,제주특별자치도 제주시 건입동 1038-11,33.51692963,126.5378418
보안등,건입동,제주특별자치도 제주시 건입동 1037-6,33.51699829,126.5382462
보안등,건입동,제주특별자치도 제주시 건입동 1038-10,33.51674652,126.5378113
보안등,건입동,제주특별자치도 제주시 건입동 1038-9,33.5165062,126.5378265
보안등,건입동,제주특별자치도 제주시 건입동 1038-8,33.51608276,126.5378189
보안등,건입동,제주특별자치도 제주시 건입동 1044-19,33.51572418,126.5379257
보안등,건입동,제주특별자치도 제주시 건입동 1039-7,33.51583481,126.5376129
보안등,건입동,제주특별자치도 제주시 건입동 1039-22,33.51593781,126.5372925
보안등,건입동,제주특별자치도 제주시 건입동 1040-4,33.51609802,126.5372162
보안등,건입동,제주특별자치도 제주시 건입동 1040-57,33.51649857,126.5372314
보안등,건입동,제주특별자치도 제주시 건입동 1040-42,33.5165062,126.5370102
보안등,건입동,제주특별자치도 제주시 건입동 1040-43,33.51666641,126.5372162
보안등,건입동,제주특별자치도 제주시 건입동 1040-14,33.51593399,126.5368958
보안등,건입동,제주특별자치도 제주시 건입동 1040-50,33.5162468,126.5368576
보안등,건입동,제주특별자치도 제주시 건입동 1043-40,33.51562119,126.5364227
보안등,건입동,제주특별자치도 제주시 건입동 1042-10,33.51594925,126.5361786
보안등,건입동,제주특별자치도 제주시 건입동 1043-15,33.51561356,126.5358582
보안등,건입동,제주특별자치도 제주시 건입동 1043-55,33.51571274,126.5353317
보안등,건입동,제주특별자치도 제주시 건입동 1043-11,33.51600647,126.5354538
보안등,건입동,제주특별자치도 제주시 건입동 1042-8,33.51595306,126.5358963
보안등,건입동,제주특별자치도 제주시 건입동 1040-8,33.51628494,126.5363998
보안등,건입동,제주특별자치도 제주시 건입동 1041-11,33.51662827,126.5363159
보안등,건입동,제주특별자치도 제주시 건입동 1041-1,33.51681137,126.5363159
보안등,건입동,제주특별자치도 제주시 건입동 1041-14,33.51676178,126.535965
보안등,건입동,제주특별자치도 제주시 건입동 1041-16,33.51654816,126.5356903
보안등,건입동,제주특별자치도 제주시 건입동 1041-18,33.51638031,126.5358887
보안등,건입동,제주특별자치도 제주시 건입동 1010-10,33.51643753,126.5353851
보안등,건입동,제주특별자치도 제주시 건입동 1042-21,33.51628876,126.5353241
보안등,건입동,제주특별자치도 제주시 건입동 1042-2,33.51634287,126.5354284
보안등,건입동,제주특별자치도 제주시 건입동 1053-22,33.5160141,126.5349808
보안등,건입동,제주특별자치도 제주시 건입동 1053-30,33.51579666,126.5346603
보안등,건입동,제주특별자치도 제주시 건입동 1068,33.51560211,126.5344543
보안등,건입동,제주특별자치도 제주시 건입동 1064-12,33.51531982,126.533989
보안등,건입동,제주특별자치도 제주시 건입동 1062-1,33.51525497,126.5337906
보안등,건입동,제주특별자치도 제주시 건입동 1062-5,33.51486206,126.5335007
보안등,건입동,제주특별자치도 제주시 건입동 1105,33.51463318,126.5333176
보안등,건입동,제주특별자치도 제주시 건입동 1105,33.51461029,126.5335922
보안등,건입동,제주특별자치도 제주시 건입동 1064-8,33.5147934,126.5339432
보안등,건입동,제주특별자치도 제주시 건입동 1064-6,33.51499176,126.5339127
보안등,건입동,제주특별자치도 제주시 건입동 1077-23,33.51481247,126.5343628
보안등,건입동,제주특별자치도 제주시 건입동 1066-17,33.51505661,126.5342941
보안등,건입동,제주특별자치도 제주시 건입동 1066-8,33.51527405,126.5343857
보안등,건입동,제주특별자치도 제주시 건입동 1075-11,33.51469421,126.5348129
보안등,건입동,제주특별자치도 제주시 건입동 1075-10,33.5146904,126.5351105
보안등,건입동,제주특별자치도 제주시 건입동 1072-14,33.5149765,126.5351105
보안등,건입동,제주특별자치도 제주시 건입동 1077-4,33.51489639,126.5352783
보안등,건입동,제주특별자치도 제주시 건입동 1077-68,33.51527405,126.5346069
보안등,건입동,제주특별자치도 제주시 건입동 1077-20,33.51494217,126.5345154
보안등,건입동,제주특별자치도 제주시 건입동 1077-14,33.51543045,126.5348053
보안등,건입동,제주특별자치도 제주시 건입동 1093,33.51447678,126.5351486
보안등,건입동,제주특별자치도 제주시 건입동 1092-29,33.51419449,126.5352783
보안등,건입동,제주특별자치도 제주시 건입동 1089-51,33.51418686,126.5356598
보안등,건입동,제주특별자치도 제주시 건입동 1043-69,33.51408768,126.536911
보안등,건입동,제주특별자치도 제주시 건입동 1043-6,33.51453018,126.536911
보안등,건입동,제주특별자치도 제주시 건입동 1044-69,33.51487732,126.5369797
보안등,건입동,제주특별자치도 제주시 건입동 1044-16,33.51532364,126.5369797
